ID,Start Date,End Date,Gender,PSSQ1,PSSQ2,PSSQ3,PSSQ4,PSSQ5,PSSQ6,PSSQ7,PSSQ8,PSSQ9,PSSQ10,PandemicQ1,PandemicQ2,PandemicQ3,answerQ1,AnswerQ2,aware_different_feelings_I_felt,not_aware_those_feelings,aware_my_thoughts,experiencing_present_fully,felt_aware_alert,noticed_small_details_in_experience,able_logically_think_through_strong_negative_emotions,know_strongest_qualitites,know_what_brings_me_joy,can_think_strategies_use_stay_calm_stressful_situations,can_think_environments_where_would_be_in_positive_mindset,I am confused about why the friend has this emotion,The emotion of the friend was caused by his or her own behavior,The emotion of the friend was caused by your actions,The emotion of the friend was caused by circumstances out of anyone’s control,I would take action to further understand or resolve the friend’s emotion,I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend,I am very confused why the friend has this emotion (1),The emotion of the friend was caused by his or her own behavior (1),The emotion of the friend was caused by your actions (1),The emotion of the friend was caused by circumstances out of anyone’s control (1),I would take action to further understand or resolve the friend’s emotion (1),I thought more about the situation from how it could affect my relationship with the friend as opposed to the emotion of the friend (1),I feel like I have a strong understanding of that person’s emotions,I know what that person is thinking,"I feel strong emotions for that person  (feel bad for them, happy for them, etc)",I wish I could help the person in this situation,I feel like I have a strong understanding of that person’s emotions (1),I know what that person is thinking (1),"I feel strong emotions for that person  (feel bad for them, happy for them, etc) (1)",I wish I could help the person in this situation (1),I feel like I have a strong understanding of that person’s emotions (2),I know what that person is thinking (2),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (2)",I feel like I have a strong understanding of that person’s emotions (3),I know what that person is thinking (3),"I feel strong emotions for that person (feel bad for them, happy for them, etc) (3)",I would like the friend to pay more attention to what I’m saying,I am annoyed with the friend,"I considered that the friend might have an external reason to check the time (running late, etc)",I should pay more attention to what the friend is saying,I am annoyed with myself,"I considered that I might have an external reason to check the time (running late, etc)",I am justified in asking the person to pay for the meal,I am annoyed with the person,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person,The person is justified in asking me to pay for the meal,I am annoyed with myself,I considered the emotional effect the situation would have on me,I considered the emotional effect the situation might have had on the other person
118102381848,08/13/2022 01:28:35 PM,08/13/2022 01:41:21 PM,Female,sometimes,almost never,almost never,almost never,almost never,almost never,very often,very often,fairly often,very often,Strongly agree,Agree,Somewhat disagree,Thursday,Which road leads to the city of truth,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Agree,Agree,Agree,Strongly agree,Disagree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Neither agree or disagree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118102383565,08/13/2022 01:34:50 PM,08/13/2022 01:41:12 PM,Female,sometimes,sometimes,fairly often,sometimes,almost never,sometimes,fairly often,sometimes,fairly often,sometimes,Somewhat agree,Somewhat agree,Agree,Wednesday,What side?,Agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Strongly agree,Neither agree or disagree,Strongly agree,Strongly agree,Strongly agree
118102382699,08/13/2022 01:31:38 PM,08/13/2022 01:41:10 PM,Female,very often,very often,very often,very often,very often,very often,almost never,almost never,almost never,never,Agree,Strongly agree,Agree,,,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Strongly disagree,Disagree,Somewhat agree,Disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly disagree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Somewhat disagree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree
118102382316,08/13/2022 01:30:09 PM,08/13/2022 01:40:41 PM,Female,fairly often,sometimes,fairly often,almost never,fairly often,never,sometimes,fairly often,sometimes,fairly often,Somewhat disagree,Somewhat disagree,Somewhat disagree,Unsure,Unsure,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Agree,Agree,Strongly agree,Strongly disagree,Disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Agree,Strongly agree,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Strongly agree
118102382149,08/13/2022 01:29:27 PM,08/13/2022 01:40:12 PM,Male,fairly often,sometimes,sometimes,almost never,sometimes,sometimes,fairly often,sometimes,fairly often,sometimes,Agree,Somewhat agree,Somewhat agree,Sunday,,Neither agree or disagree,Somewhat agree,Agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Disagree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Disagree,Agree,Neither agree or disagree,Agree
118102381318,08/13/2022 01:26:27 PM,08/13/2022 01:40:05 PM,Female,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,sometimes,almost never,sometimes,almost never,Agree,Somewhat agree,Disagree,Sunday,,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree
118102381864,08/13/2022 01:28:43 PM,08/13/2022 01:39:33 PM,Female,sometimes,sometimes,sometimes,almost never,sometimes,sometimes,sometimes,almost never,sometimes,fairly often,Somewhat agree,Neither agree or disagree,Somewhat disagree,Saturday,What city do you live in?,Somewhat agree,Somewhat disagree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Strongly disagree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Neither agree or disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree
118102381519,08/13/2022 01:27:26 PM,08/13/2022 01:38:44 PM,Female,fairly often,fairly often,fairly often,almost never,fairly often,almost never,fairly often,sometimes,sometimes,sometimes,Somewhat disagree,Somewhat agree,Disagree,Saturday,,Somewhat agree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree,Disagree,Disagree,Somewhat agree,Somewhat disagree,Agree,Agree,Strongly disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree
118102381976,08/13/2022 01:28:56 PM,08/13/2022 01:38:38 PM,Female,very often,very often,very often,very often,very often,very often,sometimes,almost never,almost never,sometimes,Somewhat agree,Somewhat agree,Neither agree or disagree,Sunday ,I don't know ,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Neither agree or disagree,Agree,Agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat disagree,Strongly agree,Strongly agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Agree,Somewhat disagree,Disagree,Strongly agree,Somewhat agree,Agree
118102382732,08/13/2022 01:31:52 PM,08/13/2022 01:38:26 PM,Female,fairly often,fairly often,very often,fairly often,sometimes,fairly often,very often,fairly often,sometimes,fairly often,Agree,Neither agree or disagree,Somewhat agree,Tuesday,which city do you live in,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Neither agree or disagree,Somewhat agree,Agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Neither agree or disagree
118102382561,08/13/2022 01:31:12 PM,08/13/2022 01:37:59 PM,Female,fairly often,very often,very often,very often,almost never,very often,never,almost never,never,never,Agree,Strongly agree,Strongly agree,thursday,,Somewhat agree,Disagree,Strongly agree,Somewhat disagree,Agree,Somewhat agree,Strongly disagree,Strongly disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Strongly disagree,Disagree,Agree,Neither agree or disagree,Strongly agree,Disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Strongly disagree,Disagree,Strongly agree,Disagree,Disagree,Disagree,Disagree,Disagree,Strongly agree,Strongly agree,Strongly agree,Somewhat agree,Strongly disagree,Strongly agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Strongly agree,Disagree,Strongly disagree
118102383360,08/13/2022 01:34:09 PM,08/13/2022 01:37:50 PM,Male,never,never,never,never,never,never,sometimes,sometimes,sometimes,sometimes,Disagree,Disagree,Somewhat agree,,,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat disagree
118102381400,08/13/2022 01:27:00 PM,08/13/2022 01:37:20 PM,Female,sometimes,almost never,sometimes,sometimes,sometimes,almost never,fairly often,fairly often,sometimes,fairly often,Somewhat disagree,Somewhat disagree,Disagree,Thursday,Which direction are you going (then see whether they actually go that way),Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Disagree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Disagree,Strongly agree,Strongly agree,Neither agree or disagree,Somewhat agree,Agree,Strongly agree,Agree
118102382303,08/13/2022 01:30:03 PM,08/13/2022 01:36:52 PM,Male,fairly often,fairly often,fairly often,fairly often,fairly often,fairly often,sometimes,almost never,almost never,almost never,Somewhat agree,Somewhat agree,Disagree,monday,not sure,Disagree,Disagree,Disagree,Neither agree or disagree,Somewhat disagree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Somewhat agree,Neither agree or disagree,Somewhat disagree
118102382502,08/13/2022 01:31:03 PM,08/13/2022 01:36:52 PM,Male,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,fairly often,fairly often,fairly often,Strongly agree,Agree,Somewhat agree,"I'm never good at this one, I'll say it was the Unicorn.",Are you from the City of Lies?,Somewhat agree,Strongly disagree,Agree,Agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Agree,Somewhat agree,Agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree,Strongly agree
118102379213,08/13/2022 01:18:58 PM,08/13/2022 01:34:36 PM,Female,almost never,sometimes,sometimes,sometimes,sometimes,sometimes,sometimes,fairly often,sometimes,fairly often,Disagree,Disagree,Somewhat disagree,Thursday,Is this the way to the city of truth,Somewhat agree,Somewhat disagree,Agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Somewhat disagree,Disagree,Disagree,Somewhat agree,Somewhat agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Somewhat agree,Agree,Strongly agree,Somewhat agree,Agree
118102381244,08/13/2022 01:26:27 PM,08/13/2022 01:34:30 PM,Male,sometimes,sometimes,sometimes,almost never,sometimes,sometimes,fairly often,fairly often,sometimes,fairly often,Somewhat disagree,Somewhat disagree,Disagree,Thursday,I hate logic puzzles. I don't know.,Agree,Disagree,Agree,Agree,Agree,Agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Agree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat disagree
118102380508,08/13/2022 01:23:52 PM,08/13/2022 01:34:29 PM,Female,almost never,sometimes,sometimes,almost never,almost never,almost never,sometimes,sometimes,sometimes,fairly often,Somewhat agree,Neither agree or disagree,Somewhat agree,Sunday,Where are the liars welcome?,Somewhat agree,Somewhat disagree,Agree,Strongly agree,Strongly agree,Strongly agree,Neither agree or disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly disagree,Strongly disagree,Strongly agree,Strongly disagree,Strongly agree,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Strongly agree,Strongly disagree,Strongly agree,Somewhat agree,Neither agree or disagree,Agree,Strongly agree,Somewhat agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Somewhat disagree,Strongly agree,Somewhat agree,Agree,Strongly agree,Agree,Strongly agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Strongly agree
118102380122,08/13/2022 01:21:48 PM,08/13/2022 01:33:13 PM,Male,never,never,never,never,never,never,fairly often,sometimes,almost never,fairly often,Disagree,Disagree,Disagree,,,Neither agree or disagree,Disagree,Disagree,Disagree,Agree,Disagree,Somewhat agree,Agree,Agree,Agree,Agree,Somewhat disagree,Somewhat agree,Disagree,Neither agree or disagree,Somewhat disagree,Somewhat agree,Disagree,Disagree,Agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Neither agree or disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Somewhat agree,Agree,Agree,Agree,Agree,Agree,Strongly agree,Agree,Disagree,Disagree,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Agree,Neither agree or disagree,Strongly agree,Strongly agree,Agree,Agree
118102379460,08/13/2022 01:19:41 PM,08/13/2022 01:33:00 PM,Female,fairly often,fairly often,very often,sometimes,very often,very often,sometimes,almost never,almost never,sometimes,Somewhat agree,Agree,Strongly agree,How many different cities are there?,2,Agree,Disagree,Agree,Somewhat agree,Agree,Agree,Somewhat disagree,Neither agree or disagree,Somewhat agree,Disagree,Agree,Disagree,Disagree,Agree,Disagree,Neither agree or disagree,Agree,Disagree,Disagree,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Somewhat agree,Strongly agree,Disagree,Agree,Agree,Disagree,Somewhat agree,Neither agree or disagree,Agree,Somewhat agree,Agree,Agree,Agree,Somewhat agree,Agree,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Agree,Agree,Agree,Agree,Disagree,Agree
118102379067,08/13/2022 01:18:33 PM,08/13/2022 01:32:17 PM,Female,fairly often,sometimes,very often,almost never,sometimes,sometimes,sometimes,almost never,almost never,sometimes,Agree,Strongly agree,Neither agree or disagree,Sunday,Which way to the truth,Agree,Somewhat disagree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Disagree,Disagree,Agree,Disagree,Agree,Neither agree or disagree,Disagree,Disagree,Neither agree or disagree,Somewhat agree,Somewhat agree,Neither agree or disagree,Somewhat agree,Agree,Somewhat disagree,Disagree,Somewhat agree,Neither agree or disagree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Neither agree or disagree,Neither agree or disagree,Agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Agree,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat agree,Somewhat agree
